ID,IP,Time,Virus Total Bool,Abuse IPDB Bool,Apility Bool,MyIp Bool,,,,,
365,134.249.208.227,58:34.7,FALSE,TRUE,,,,,,,
366,134.249.209.112,59:27.7,FALSE,FALSE,,,,,,,
367,134.249.209.52,00:22.5,FALSE,FALSE,,,,,,,
368,134.249.81.203,01:15.8,,TRUE,,,,,,,
369,138.197.74.107,02:10.0,FALSE,TRUE,,,,,,,
370,138.204.69.38,03:11.9,FALSE,FALSE,,,,,,,
371,138.204.71.212,04:05.5,FALSE,FALSE,,,,,,,
372,139.195.36.126,04:58.6,,FALSE,,,,,,,
373,139.59.157.225,05:51.5,TRUE,TRUE,,,,,,,
374,139.60.162.201,06:44.8,TRUE,FALSE,,,,,,,
375,14.141.255.190,07:37.8,FALSE,FALSE,,,,,,,
376,14.161.2.228,08:30.3,FALSE,FALSE,,,,,,,
377,14.161.32.157,09:22.8,FALSE,FALSE,,,,,,,
378,14.161.45.29,10:15.7,FALSE,FALSE,,,,,,,
379,14.162.144.89,11:09.4,FALSE,TRUE,,,,,,,
380,14.162.149.50,12:02.1,,FALSE,,,,,,,
381,14.162.46.250,12:54.8,FALSE,FALSE,,,,,,,
382,14.169.1.89,13:47.5,FALSE,FALSE,,,,,,,
383,14.172.69.72,14:40.9,,FALSE,,,,,,,
384,14.175.59.178,15:33.8,FALSE,FALSE,,,,,,,
385,14.177.165.142,16:26.9,FALSE,FALSE,,,,,,,
386,14.177.235.133,17:20.3,FALSE,TRUE,,,,,,,
387,14.181.10.114,18:14.1,FALSE,FALSE,,,,,,,
388,14.186.139.27,19:06.9,FALSE,FALSE,,,,,,,
389,14.186.147.142,19:59.9,FALSE,FALSE,,,,,,,
390,14.186.158.82,20:52.6,FALSE,FALSE,,,,,,,
391,14.186.209.36,21:45.6,FALSE,FALSE,,,,,,,
392,14.186.24.245,22:38.7,FALSE,FALSE,,,,,,,
393,14.187.149.45,23:31.5,FALSE,FALSE,,,,,,,
394,14.187.156.165,24:26.9,FALSE,FALSE,,,,,,,
395,14.187.198.222,25:20.0,,FALSE,,,,,,,
396,14.229.109.43,26:14.4,,FALSE,,,,,,,
397,14.230.134.180,27:07.1,FALSE,FALSE,,,,,,,
398,14.230.85.210,28:00.4,,FALSE,,,,,,,
399,14.231.31.104,28:53.7,FALSE,FALSE,,,,,,,
400,14.235.144.63,29:47.0,FALSE,FALSE,,,,,,,
401,14.246.98.196,30:40.4,,FALSE,,,,,,,
402,14.34.148.34,31:33.5,FALSE,TRUE,,,,,,,
403,14.52.216.113,32:26.8,FALSE,FALSE,,,,,,,
404,141.138.177.4,33:20.0,,FALSE,,,,,,,
405,144.76.30.241,34:14.6,FALSE,FALSE,,,,,,,
406,145.255.21.43,35:09.4,FALSE,FALSE,,,,,,,
407,146.0.229.26,36:03.3,FALSE,TRUE,,,,,,,
408,146.0.232.10,36:57.9,FALSE,TRUE,,,,,,,
409,146.185.169.89,37:51.0,FALSE,FALSE,,,,,,,
410,146.185.223.111,38:44.1,FALSE,FALSE,,,,,,,
411,146.185.223.117,39:37.0,FALSE,FALSE,,,,,,,
412,146.185.223.173,40:30.7,FALSE,FALSE,,,,,,,
413,146.185.223.202,41:26.2,FALSE,FALSE,,,,,,,
414,146.88.194.86,42:18.9,FALSE,FALSE,,,,,,,
415,146.88.194.94,43:11.6,FALSE,FALSE,,,,,,,
416,149.154.153.213,44:05.3,FALSE,FALSE,,,,,,,
417,149.202.86.188,44:58.4,FALSE,FALSE,,,,,,,
418,150.129.120.24,45:52.8,FALSE,FALSE,,,,,,,
419,150.164.183.9,46:51.8,FALSE,TRUE,,,,,,,
420,151.0.46.8,47:44.4,FALSE,FALSE,,,,,,,
421,151.236.25.168,48:37.5,FALSE,TRUE,,,,,,,
422,151.80.203.177,49:30.6,FALSE,FALSE,,,,,,,
423,152.168.56.107,50:25.0,FALSE,FALSE,,,,,,,
424,152.249.245.68,51:18.7,FALSE,FALSE,,,,,,,
425,153.37.22.155,52:11.9,FALSE,TRUE,,,,,,,
426,154.185.142.102,53:04.7,,FALSE,,,,,,,
427,155.254.28.156,53:57.7,FALSE,TRUE,,,,,,,
428,158.174.122.218,54:50.9,FALSE,TRUE,,,,,,,
429,158.255.215.15,55:45.4,FALSE,FALSE,,,,,,,
430,158.255.215.187,56:48.0,FALSE,FALSE,,,,,,,
431,158.69.254.103,57:40.7,FALSE,TRUE,,,,,,,
432,159.89.103.7,58:33.6,FALSE,FALSE,,,,,,,
433,162.247.74.74,59:27.0,TRUE,TRUE,,,,,,,
434,163.172.72.40,00:20.4,FALSE,FALSE,,,,,,,
435,167.114.191.237,01:14.2,FALSE,FALSE,,,,,,,
436,167.114.203.163,02:07.8,,TRUE,,,,,,,
437,168.228.136.2,03:01.5,FALSE,FALSE,,,,,,,
438,169.57.142.79,03:56.7,FALSE,FALSE,,,,,,,
439,170.79.33.51,04:49.8,FALSE,TRUE,,,,,,,
440,171.221.226.23,05:43.0,FALSE,TRUE,,,,,,,
441,171.221.255.5,06:43.1,FALSE,TRUE,,,,,,,
442,171.225.126.82,07:36.1,FALSE,FALSE,,,,,,,
443,171.227.198.40,08:28.9,FALSE,FALSE,,,,,,,
444,171.237.255.159,09:21.9,,FALSE,,,,,,,
445,171.241.133.244,10:15.8,,FALSE,,,,,,,
446,171.34.168.247,11:09.5,FALSE,TRUE,,,,,,,
447,171.99.189.118,12:03.7,FALSE,FALSE,,,,,,,
448,175.236.156.204,12:57.3,FALSE,TRUE,,,,,,,
449,176.104.1.10,13:51.4,FALSE,FALSE,,,,,,,
450,176.108.106.5,14:44.6,FALSE,FALSE,,,,,,,
451,176.110.134.2,15:38.6,FALSE,TRUE,,,,,,,
452,176.116.213.235,16:31.8,FALSE,FALSE,,,,,,,
453,176.126.252.11,17:25.4,TRUE,TRUE,,,,,,,
454,176.214.154.26,18:18.8,FALSE,FALSE,,,,,,,
455,176.36.174.240,19:12.7,FALSE,FALSE,,,,,,,
456,176.36.21.189,20:06.7,FALSE,TRUE,,,,,,,
457,176.59.48.169,21:00.3,,FALSE,,,,,,,
458,176.67.199.11,21:53.4,FALSE,FALSE,,,,,,,
459,176.8.88.134,22:46.9,FALSE,FALSE,,,,,,,
460,177.135.101.5,23:39.9,FALSE,TRUE,,,,,,,
461,177.135.103.25,24:34.9,FALSE,TRUE,,,,,,,
462,177.155.82.226,25:29.1,FALSE,FALSE,,,,,,,
463,177.19.165.26,26:23.1,FALSE,TRUE,,,,,,,
464,177.19.181.169,27:16.4,FALSE,TRUE,,,,,,,
465,177.194.74.238,28:11.3,FALSE,FALSE,,,,,,,
466,177.21.126.234,29:10.3,,FALSE,,,,,,,
467,177.228.98.149,30:04.6,FALSE,FALSE,,,,,,,
468,177.41.52.34,30:58.9,FALSE,FALSE,,,,,,,
469,177.43.247.237,31:52.5,FALSE,TRUE,,,,,,,
470,177.66.184.50,32:46.0,FALSE,FALSE,,,,,,,
471,177.85.233.142,33:39.4,FALSE,FALSE,,,,,,,
472,178.122.184.205,34:33.0,,FALSE,,,,,,,
473,178.135.90.30,35:26.1,FALSE,FALSE,,,,,,,
474,178.137.163.136,36:23.9,FALSE,FALSE,,,,,,,
475,178.137.163.175,37:17.4,FALSE,FALSE,,,,,,,
476,178.137.165.1,38:10.7,FALSE,FALSE,,,,,,,
477,178.137.81.208,39:04.1,,FALSE,,,,,,,
478,178.137.81.70,39:57.1,FALSE,FALSE,,,,,,,
479,178.137.84.67,40:51.7,FALSE,FALSE,,,,,,,
480,178.137.88.67,41:44.8,FALSE,FALSE,,,,,,,
481,178.137.90.35,42:38.6,FALSE,FALSE,,,,,,,
482,178.137.92.32,43:31.7,FALSE,FALSE,,,,,,,
483,178.137.94.151,44:24.4,FALSE,FALSE,,,,,,,
484,178.140.240.124,45:17.6,FALSE,FALSE,,,,,,,
485,178.159.37.129,46:10.5,FALSE,FALSE,,,,,,,
486,178.159.37.165,47:03.6,FALSE,FALSE,,,,,,,
487,178.159.37.49,47:57.3,FALSE,FALSE,,,,,,,
488,178.168.99.81,48:51.0,,TRUE,,,,,,,
489,178.172.147.240,49:43.8,FALSE,FALSE,,,,,,,
490,178.172.151.46,50:36.9,FALSE,FALSE,,,,,,,
491,178.186.73.3,51:30.2,FALSE,FALSE,,,,,,,
492,178.213.185.254,52:24.3,,FALSE,,,,,,,
493,178.213.188.239,53:17.3,FALSE,FALSE,,,,,,,
494,178.32.120.124,54:11.9,,FALSE,,,,,,,
495,178.33.86.51,55:07.5,,FALSE,,,,,,,
496,178.80.35.126,56:00.6,FALSE,FALSE,,,,,,,
497,178.89.110.135,56:53.6,FALSE,TRUE,,,,,,,
498,178.91.246.91,57:46.9,,FALSE,,,,,,,
499,178.94.36.210,58:41.5,,FALSE,,,,,,,
500,179.233.119.21,59:34.8,FALSE,FALSE,,,,,,,
501,179.33.201.151,00:28.6,,FALSE,,,,,,,
502,179.43.146.230,01:21.8,TRUE,TRUE,,,,,,,
503,18.191.251.147,02:14.7,,FALSE,,,,,,,
504,18.208.156.23,03:08.4,,FALSE,,,,,,,
505,18.218.239.51,04:01.6,,FALSE,,,,,,,
506,18.219.215.152,04:56.0,,TRUE,,,,,,,
507,18.221.125.106,05:49.4,,FALSE,,,,,,,
508,18.222.217.81,06:45.8,,FALSE,,,,,,,
509,18.236.136.2,07:39.2,,TRUE,,,,,,,
510,18.236.66.100,08:33.1,,FALSE,,,,,,,
511,18.85.22.239,09:27.8,TRUE,TRUE,,,,,,,
512,180.153.236.101,10:29.7,FALSE,FALSE,,,,,,,
513,180.153.236.109,11:22.8,FALSE,FALSE,,,,,,,
514,180.188.225.125,12:16.5,,TRUE,,,,,,,
515,180.251.216.252,13:09.9,,FALSE,,,,,,,
516,181.113.20.186,14:03.4,FALSE,TRUE,,,,,,,
517,181.196.144.170,14:59.1,,FALSE,,,,,,,
518,181.214.37.171,15:52.6,FALSE,FALSE,,,,,,,
519,181.214.37.213,16:45.5,FALSE,FALSE,,,,,,,
520,181.48.99.230,17:39.0,FALSE,TRUE,,,,,,,
521,182.255.1.6,18:32.5,FALSE,FALSE,,,,,,,
522,182.61.30.254,19:31.7,FALSE,FALSE,,,,,,,
523,182.64.53.11,20:25.1,FALSE,FALSE,,,,,,,
524,182.65.239.117,21:18.6,FALSE,FALSE,,,,,,,
525,182.70.33.160,22:11.7,FALSE,FALSE,,,,,,,
526,182.72.147.242,23:05.7,FALSE,FALSE,,,,,,,
527,182.73.221.67,23:59.3,FALSE,FALSE,,,,,,,
528,182.75.33.194,24:52.8,FALSE,TRUE,,,,,,,
529,183.134.3.83,25:46.7,FALSE,TRUE,,,,,,,
530,183.147.6.133,26:40.2,FALSE,TRUE,,,,,,,
531,183.161.35.38,27:33.4,FALSE,TRUE,,,,,,,
532,183.167.205.103,28:27.0,FALSE,TRUE,,,,,,,
533,183.167.238.124,29:20.8,FALSE,TRUE,,,,,,,
534,183.167.250.140,30:50.5,FALSE,TRUE,,,,,,,
535,183.214.89.122,31:46.0,FALSE,TRUE,,,,,,,
536,183.63.38.190,32:39.5,FALSE,TRUE,,,,,,,
537,183.64.166.163,33:33.5,FALSE,TRUE,,,,,,,
538,183.64.247.122,34:30.9,FALSE,TRUE,,,,,,,
539,183.80.185.157,35:23.8,FALSE,FALSE,,,,,,,
540,183.81.15.67,17:59.0,FALSE,FALSE,,,,,,,
541,183.81.158.18,18:52.9,FALSE,FALSE,,,,,,,
542,184.173.153.194,19:47.1,FALSE,TRUE,,,,,,,
543,184.72.201.175,20:41.6,,TRUE,,,,,,,
544,184.75.209.90,21:35.2,FALSE,FALSE,,,,,,,
545,185.101.70.221,22:30.4,FALSE,FALSE,,,,,,,
546,185.104.184.115,23:23.7,FALSE,TRUE,,,,,,,
547,185.104.187.50,24:17.7,,FALSE,,,,,,,
548,185.108.124.26,25:10.6,FALSE,FALSE,,,,,,,
549,185.112.82.103,26:06.1,FALSE,TRUE,,,,,,,
550,185.119.81.11,26:59.7,TRUE,TRUE,,,,,,,
551,185.119.81.50,27:52.9,TRUE,TRUE,,,,,,,
552,185.128.27.115,28:46.3,,TRUE,,,,,,,
553,185.14.193.11,29:39.6,FALSE,FALSE,,,,,,,
554,185.14.193.144,30:34.2,FALSE,TRUE,,,,,,,
555,185.14.193.198,31:27.5,FALSE,FALSE,,,,,,,
556,185.143.223.162,32:20.5,FALSE,FALSE,,,,,,,
557,185.173.204.60,33:13.8,,FALSE,,,,,,,
558,185.201.112.60,34:07.5,FALSE,FALSE,,,,,,,
559,185.204.24.12,35:01.0,FALSE,FALSE,,,,,,,
560,185.216.33.135,35:54.6,FALSE,TRUE,,,,,,,
561,185.225.105.43,36:48.4,FALSE,FALSE,,,,,,,
562,185.229.190.169,37:41.8,FALSE,FALSE,,,,,,,
563,185.229.190.185,38:35.0,FALSE,FALSE,,,,,,,
564,185.234.216.32,39:28.9,FALSE,FALSE,,,,,,,
565,185.253.96.196,40:22.6,,TRUE,,,,,,,
566,185.255.96.99,41:15.8,,TRUE,,,,,,,
567,185.36.102.114,42:10.6,TRUE,FALSE,,,,,,,
568,185.38.44.194,43:04.3,FALSE,FALSE,,,,,,,
569,185.46.85.21,43:57.7,FALSE,FALSE,,,,,,,
570,185.51.229.136,44:51.9,FALSE,FALSE,,,,,,,
571,185.54.177.157,45:45.0,FALSE,FALSE,,,,,,,
572,185.85.190.132,46:38.6,TRUE,TRUE,,,,,,,
573,185.85.191.196,47:31.8,FALSE,TRUE,,,,,,,
574,185.85.191.201,48:25.5,TRUE,TRUE,,,,,,,
575,185.85.238.244,49:19.0,FALSE,TRUE,,,,,,,
576,185.85.239.110,50:13.5,FALSE,TRUE,,,,,,,
577,185.85.239.195,51:08.9,FALSE,TRUE,,,,,,,
578,185.86.13.213,52:03.3,TRUE,TRUE,,,,,,,
579,185.86.164.100,52:57.5,FALSE,TRUE,,,,,,,
580,185.86.164.101,53:51.8,FALSE,TRUE,,,,,,,
581,185.86.164.102,54:45.5,TRUE,TRUE,,,,,,,
582,185.86.164.103,55:39.6,TRUE,TRUE,,,,,,,
583,185.86.164.104,56:33.3,TRUE,TRUE,,,,,,,
584,185.86.164.106,57:27.8,TRUE,TRUE,,,,,,,
585,185.86.164.107,58:21.0,FALSE,TRUE,,,,,,,
586,185.86.164.108,59:15.5,FALSE,TRUE,,,,,,,
587,185.86.164.109,00:10.8,TRUE,TRUE,,,,,,,
588,185.86.164.110,56:33.6,FALSE,TRUE,,,,,,,
589,185.86.164.98,57:29.4,FALSE,TRUE,,,,,,,
590,185.86.164.99,58:22.4,TRUE,TRUE,,,,,,,
591,185.86.167.4,59:15.8,TRUE,TRUE,,,,,,,
592,185.9.19.122,00:09.4,FALSE,FALSE,,,,,,,
593,185.93.180.194,01:03.0,,FALSE,,,,,,,
594,185.93.180.226,01:56.8,,FALSE,,,,,,,
595,185.98.226.26,02:51.5,FALSE,FALSE,,,,,,,
596,186.120.75.17,03:45.2,,FALSE,,,,,,,
597,186.121.235.70,04:39.3,FALSE,FALSE,,,,,,,
598,186.178.74.14,05:33.5,FALSE,FALSE,,,,,,,
599,186.178.76.6,06:27.3,,FALSE,,,,,,,
600,186.178.78.159,07:22.3,FALSE,FALSE,,,,,,,
601,186.215.130.189,08:16.4,FALSE,FALSE,,,,,,,
602,186.215.130.242,09:11.3,FALSE,TRUE,,,,,,,
603,186.215.197.183,10:07.2,FALSE,TRUE,,,,,,,
604,186.215.198.137,37:10.7,FALSE,TRUE,,,,,,,
605,186.215.199.69,38:04.5,FALSE,TRUE,,,,,,,
606,186.232.136.240,39:00.7,TRUE,TRUE,,,,,,,
607,186.46.232.90,39:54.6,,FALSE,,,,,,,
608,186.46.94.186,40:48.7,FALSE,FALSE,,,,,,,
609,186.47.173.209,41:43.5,FALSE,FALSE,,,,,,,
610,186.47.174.25,42:37.7,,FALSE,,,,,,,
611,187.188.124.186,43:31.4,FALSE,FALSE,,,,,,,
612,187.19.190.30,44:25.5,FALSE,FALSE,,,,,,,
613,187.233.218.104,45:20.2,,FALSE,,,,,,,
614,188.13.177.137,46:14.4,FALSE,FALSE,,,,,,,
615,188.132.205.122,47:08.0,FALSE,TRUE,,,,,,,
616,188.159.176.121,48:01.7,FALSE,FALSE,,,,,,,
617,188.163.19.42,48:56.8,FALSE,FALSE,,,,,,,
618,188.165.229.75,49:51.5,FALSE,FALSE,,,,,,,
619,188.165.4.128,50:44.8,FALSE,FALSE,,,,,,,
620,188.170.193.203,51:38.4,FALSE,FALSE,,,,,,,
621,188.19.33.106,52:32.1,,FALSE,,,,,,,
622,188.235.6.85,53:26.0,FALSE,FALSE,,,,,,,
623,188.243.72.88,54:20.6,FALSE,FALSE,,,,,,,
624,188.3.225.249,55:15.3,FALSE,FALSE,,,,,,,
625,188.70.17.20,56:09.0,FALSE,FALSE,,,,,,,
626,188.72.96.98,57:02.4,FALSE,FALSE,,,,,,,
627,189.107.173.34,57:56.6,,FALSE,,,,,,,
628,189.114.140.70,58:54.6,TRUE,TRUE,,,,,,,
629,189.114.67.213,59:48.0,FALSE,TRUE,,,,,,,
630,189.204.183.82,00:41.6,,FALSE,,,,,,,
631,189.208.54.209,01:36.0,FALSE,FALSE,,,,,,,
632,189.210.117.137,02:30.2,FALSE,FALSE,,,,,,,
633,189.59.5.91,03:24.3,TRUE,TRUE,,,,,,,
634,189.70.139.153,04:18.5,FALSE,FALSE,,,,,,,
635,190.109.154.168,05:12.8,FALSE,FALSE,,,,,,,
636,190.173.150.112,06:06.7,,FALSE,,,,,,,
637,190.214.217.10,07:03.5,FALSE,FALSE,,,,,,,
638,190.214.217.236,07:57.4,FALSE,FALSE,,,,,,,
639,190.214.218.133,08:51.2,FALSE,FALSE,,,,,,,
640,190.214.218.182,09:44.8,FALSE,FALSE,,,,,,,
641,190.214.239.231,10:38.3,,FALSE,,,,,,,
642,190.214.31.26,11:32.2,FALSE,FALSE,,,,,,,
643,190.237.143.15,12:25.5,FALSE,FALSE,,,,,,,
644,190.66.25.18,13:19.3,FALSE,FALSE,,,,,,,
645,191.101.24.20,14:13.1,FALSE,FALSE,,,,,,,
646,191.102.222.134,15:12.0,FALSE,FALSE,,,,,,,
647,191.253.80.62,16:06.1,FALSE,FALSE,,,,,,,
648,191.96.164.23,17:00.3,,FALSE,,,,,,,
649,191.96.164.49,17:53.6,FALSE,FALSE,,,,,,,
650,192.144.138.20,18:48.3,TRUE,TRUE,,,,,,,
651,192.151.145.178,19:42.5,FALSE,TRUE,,,,,,,
652,192.223.94.132,20:36.4,TRUE,FALSE,,,,,,,
653,192.227.228.242,21:30.2,,FALSE,,,,,,,
654,192.99.9.147,22:23.7,FALSE,TRUE,,,,,,,
655,193.112.9.171,23:22.7,FALSE,TRUE,,,,,,,
656,193.201.224.17,24:18.9,FALSE,TRUE,,,,,,,
657,193.201.224.200,25:12.6,FALSE,TRUE,,,,,,,
658,193.201.224.201,26:07.5,FALSE,FALSE,,,,,,,
659,193.201.224.210,27:02.5,FALSE,TRUE,,,,,,,
660,193.201.224.220,27:56.2,FALSE,FALSE,,,,,,,
661,193.201.224.225,28:50.5,FALSE,TRUE,,,,,,,
662,193.201.224.230,29:45.0,FALSE,FALSE,,,,,,,
663,193.201.224.246,30:39.8,FALSE,TRUE,,,,,,,
664,193.201.224.52,31:33.8,FALSE,FALSE,,,,,,,
665,193.201.224.59,32:28.2,FALSE,FALSE,,,,,,,
666,193.93.192.87,33:22.2,,FALSE,,,,,,,
667,194.187.249.52,34:16.8,FALSE,TRUE,,,,,,,
668,194.247.173.123,35:12.7,FALSE,TRUE,,,,,,,
669,194.67.203.231,36:07.2,FALSE,FALSE,,,,,,,
670,194.67.220.50,37:01.0,FALSE,FALSE,,,,,,,
671,195.114.136.132,37:54.8,FALSE,FALSE,,,,,,,
672,195.154.199.74,38:48.7,FALSE,FALSE,,,,,,,
673,195.184.208.195,39:44.0,FALSE,FALSE,,,,,,,
674,195.184.208.197,40:37.6,,FALSE,,,,,,,
675,195.184.208.198,41:31.7,FALSE,FALSE,,,,,,,
676,195.184.208.221,42:25.7,,FALSE,,,,,,,
677,195.184.208.222,43:19.2,,FALSE,,,,,,,
678,195.211.161.68,44:13.1,FALSE,FALSE,,,,,,,
679,195.66.141.88,45:06.9,,TRUE,,,,,,,
680,196.207.140.51,46:00.4,FALSE,FALSE,,,,,,,
681,196.215.129.228,46:55.3,FALSE,FALSE,,,,,,,
682,196.219.77.247,47:49.2,FALSE,TRUE,,,,,,,
683,197.3.9.121,48:44.1,FALSE,FALSE,,,,,,,
684,197.45.13.178,49:38.1,FALSE,TRUE,,,,,,,
685,197.49.174.141,50:31.8,FALSE,FALSE,,,,,,,
686,198.211.127.70,51:26.8,,FALSE,,,,,,,
687,198.245.49.215,52:21.5,FALSE,FALSE,,,,,,,
688,198.245.62.136,53:15.0,FALSE,TRUE,,,,,,,
689,198.44.228.85,54:09.8,FALSE,TRUE,,,,,,,
690,199.168.197.116,55:04.4,FALSE,FALSE,,,,,,,
691,199.36.221.149,55:58.5,FALSE,FALSE,,,,,,,
692,2.133.49.242,56:52.4,,TRUE,,,,,,,
693,2.224.241.87,57:46.0,FALSE,TRUE,,,,,,,
694,2.230.9.22,58:39.7,FALSE,FALSE,,,,,,,
695,2.95.170.9,59:35.6,,FALSE,,,,,,,
696,2.95.198.107,00:29.9,,FALSE,,,,,,,
697,2.95.2.42,01:23.7,,FALSE,,,,,,,
698,2.95.52.27,02:17.6,FALSE,FALSE,,,,,,,
699,200.105.147.115,03:11.1,FALSE,FALSE,,,,,,,
700,200.105.209.170,04:06.6,,FALSE,,,,,,,
701,200.116.166.23,04:59.8,FALSE,FALSE,,,,,,,
702,200.146.250.244,05:54.3,FALSE,FALSE,,,,,,,
703,200.163.90.160,06:47.6,,FALSE,,,,,,,
704,200.54.82.227,07:41.3,FALSE,FALSE,,,,,,,
705,200.87.184.176,08:34.8,FALSE,FALSE,,,,,,,
706,201.116.66.194,09:29.9,FALSE,FALSE,,,,,,,
707,201.144.14.70,10:23.5,FALSE,FALSE,,,,,,,
708,201.18.233.225,11:19.4,,FALSE,,,,,,,
709,201.182.150.4,12:13.3,FALSE,FALSE,,,,,,,
710,201.184.241.243,13:07.6,FALSE,TRUE,,,,,,,
711,201.62.68.182,14:01.5,FALSE,FALSE,,,,,,,
712,202.110.187.146,14:55.3,FALSE,TRUE,,,,,,,
713,202.123.224.122,15:49.8,FALSE,FALSE,,,,,,,
714,202.129.32.214,16:44.7,FALSE,FALSE,,,,,,,
715,202.136.89.116,17:38.2,TRUE,FALSE,,,,,,,
716,202.137.141.193,18:46.1,FALSE,FALSE,,,,,,,
717,202.137.154.86,20:47.9,FALSE,TRUE,,,,,,,
718,202.162.201.162,21:50.6,FALSE,FALSE,,,,,,,
719,202.78.71.2,22:43.9,FALSE,TRUE,,,,,,,
720,202.83.42.228,23:38.4,FALSE,FALSE,,,,,,,
721,202.91.87.10,24:32.9,TRUE,FALSE,,,,,,,
722,203.91.116.120,25:32.5,FALSE,FALSE,,,,,,,
723,203.93.109.130,26:27.6,TRUE,TRUE,,,,,,,
724,205.145.144.108,27:22.1,,TRUE,,,,,,,
725,207.189.0.2,28:15.9,FALSE,FALSE,,,,,,,
726,207.189.30.144,29:10.0,FALSE,FALSE,,,,,,,
727,209.90.225.82,30:04.6,FALSE,TRUE,,,,,,,
728,210.1.87.118,31:01.1,FALSE,TRUE,,,,,,,
729,210.21.86.253,31:55.4,FALSE,TRUE,,,,,,,
730,210.82.28.41,32:49.3,FALSE,TRUE,,,,,,,
731,211.178.175.55,33:43.0,TRUE,TRUE,,,,,,,
732,212.102.23.218,34:37.6,FALSE,FALSE,,,,,,,
733,212.154.17.178,35:31.2,FALSE,FALSE,,,,,,,
734,212.175.35.5,36:24.8,FALSE,FALSE,,,,,,,
735,212.233.232.54,37:24.3,,FALSE,,,,,,,
736,212.92.108.94,38:18.4,FALSE,FALSE,,,,,,,
737,212.92.111.222,39:12.8,FALSE,FALSE,,,,,,,
738,212.92.115.7,40:08.1,TRUE,TRUE,,,,,,,
739,212.92.116.116,41:02.4,FALSE,TRUE,,,,,,,
740,212.92.121.167,41:57.4,FALSE,FALSE,,,,,,,
741,212.92.121.197,42:51.1,FALSE,TRUE,,,,,,,
742,212.92.122.216,43:45.0,FALSE,TRUE,,,,,,,
743,212.92.122.6,44:39.3,FALSE,FALSE,,,,,,,
744,212.92.123.232,45:32.9,FALSE,TRUE,,,,,,,
745,213.159.38.90,46:26.5,FALSE,TRUE,,,,,,,
746,213.167.0.249,47:20.5,FALSE,TRUE,,,,,,,
747,213.32.93.218,48:15.3,FALSE,FALSE,,,,,,,
748,213.55.115.106,49:10.0,FALSE,FALSE,,,,,,,
749,217.133.250.69,50:07.2,,TRUE,,,,,,,
750,217.23.12.155,51:01.0,FALSE,FALSE,,,,,,,
751,217.64.127.165,51:56.1,FALSE,FALSE,,,,,,,
752,217.64.42.213,52:51.9,FALSE,FALSE,,,,,,,
753,217.64.46.243,53:45.6,FALSE,FALSE,,,,,,,
754,217.69.138.11,54:39.3,FALSE,FALSE,,,,,,,
755,217.96.144.94,55:33.6,,FALSE,,,,,,,
756,218.104.133.243,56:28.6,FALSE,TRUE,,,,,,,
757,218.204.138.137,57:22.7,FALSE,FALSE,,,,,,,
758,218.22.129.38,58:16.5,FALSE,TRUE,,,,,,,
759,218.22.148.105,59:10.6,FALSE,TRUE,,,,,,,
760,218.22.180.146,00:05.7,FALSE,TRUE,,,,,,,
761,218.22.206.178,01:01.1,FALSE,TRUE,,,,,,,
762,218.22.253.114,01:55.4,FALSE,FALSE,,,,,,,
763,218.23.240.146,02:49.6,FALSE,TRUE,,,,,,,
764,218.23.26.50,03:43.0,FALSE,TRUE,,,,,,,
765,218.25.31.150,04:37.9,FALSE,TRUE,,,,,,,
766,218.58.105.206,05:32.3,FALSE,TRUE,,,,,,,
767,218.63.208.110,06:27.2,FALSE,TRUE,,,,,,,
768,218.72.48.104,07:21.2,,FALSE,,,,,,,
769,218.76.252.245,08:19.9,FALSE,TRUE,,,,,,,
770,218.87.46.173,09:14.9,FALSE,TRUE,,,,,,,
771,218.89.142.30,10:08.6,TRUE,TRUE,,,,,,,
772,218.94.135.150,11:03.2,FALSE,TRUE,,,,,,,
773,218.94.144.101,11:57.5,FALSE,TRUE,,,,,,,
774,219.138.59.240,12:51.9,FALSE,TRUE,,,,,,,
775,219.159.70.68,13:46.1,FALSE,TRUE,,,,,,,
776,220.124.240.66,14:40.3,TRUE,TRUE,,,,,,,
777,220.158.176.170,15:34.0,FALSE,FALSE,,,,,,,
778,220.164.193.238,16:30.0,FALSE,TRUE,,,,,,,
779,220.164.2.106,17:23.8,FALSE,TRUE,,,,,,,
780,220.164.2.113,18:17.5,FALSE,TRUE,,,,,,,
781,220.178.26.20,19:11.2,FALSE,TRUE,,,,,,,
782,220.178.82.124,20:05.8,FALSE,FALSE,,,,,,,
783,220.225.7.91,21:00.6,FALSE,FALSE,,,,,,,
784,221.130.130.238,21:54.7,FALSE,TRUE,,,,,,,
785,221.178.192.194,22:50.1,FALSE,TRUE,,,,,,,
786,221.193.192.83,23:44.2,FALSE,FALSE,,,,,,,
787,221.193.248.52,24:37.9,FALSE,TRUE,,,,,,,
788,221.210.83.24,25:32.8,FALSE,TRUE,,,,,,,
789,221.228.242.13,26:26.4,TRUE,TRUE,,,,,,,
790,221.230.139.83,27:24.7,FALSE,TRUE,,,,,,,
791,221.239.8.178,28:18.7,FALSE,TRUE,,,,,,,
792,222.133.16.134,29:12.8,FALSE,TRUE,,,,,,,
793,222.161.47.82,30:10.5,FALSE,TRUE,,,,,,,
794,222.162.70.249,31:05.0,FALSE,TRUE,,,,,,,
795,222.173.242.10,32:01.2,FALSE,TRUE,,,,,,,
