Column 1,Column 2
1,97.75.162.34,2018-11-29 17:47:45.442000,https://www.virustotal.com/url/b3341655f2322bba793943b8392708a68669cce3db2490636cfa81e0755cfd6b/analysis/1543372294/,False,0/66,"[2000, 53, 1723, 80, 22]",https://www.abuseipdb.com/check/97.75.162.34,,,True,,True,False,True
2,95.87.14.47,2018-11-29 17:48:38.103000,https://www.virustotal.com/url/e802d2aefb0d20ebc8e81c8eec09d1f96daa65259a0aa084e76bea7cf65f6205/analysis/1543372509/,False,0/66,"[1723, 80, 8001, 2000, 22]",https://www.abuseipdb.com/check/95.87.14.47,,,True,,False,False,True
3,95.84.168.111,2018-11-29 17:49:30.722000,https://www.virustotal.com/url/d91d9de09b31b1f360c6d69abc96ca82b610247f998faf6a9a69882ef716e51a/analysis/1543372561/,False,0/66,"[2000, 53, 22]",https://www.abuseipdb.com/check/95.84.168.111,"Email Spam,",4,True,,True,False,True
4,95.80.254.119,2018-11-29 17:50:23.713000,https://www.virustotal.com/url/ef3cf9326e1d215ce90271753c1504aaea15d5a0b4b547c8ae62b3b8b65d9051/analysis/1543372614/,False,0/66,"[80, 2000]",https://www.abuseipdb.com/check/95.80.254.119,"DDos Attack,Web App Attack,",24,True,,True,False,True
5,95.79.233.197,2018-11-29 17:51:16.077000,https://www.virustotal.com/url/b7469f43477d2dedc4029b80bf8f65988d905fd6370cad369b12f8effeecb1d8/analysis/1543372666/,False,0/66,None,https://www.abuseipdb.com/check/95.79.233.197,,,True,,False,False,True
6,95.222.116.14,2018-11-29 17:52:08.376000,https://www.virustotal.com/url/2f11677433e1502a3604f2e43ce55f8d185b99185867d76366cb36445570d457/analysis/1543372719/,False,0/66,None,https://www.abuseipdb.com/check/95.222.116.14,,N/A,False,,False,False,False
7,95.218.253.122,2018-11-29 17:53:00.701000,https://www.virustotal.com/url/5beffd9828213f7a8b86681819985f95e52ae13a1a904539527d2e23e3511a46/analysis/1543372771/,False,0/66,[7547],https://www.abuseipdb.com/check/95.218.253.122,,N/A,False,,False,False,False
8,95.215.159.82,2018-11-29 17:53:54.030000,https://www.virustotal.com/url/20207483830f5fd1e7eef20956998cf1ada27a4e8d9df2ec74c5a7b1d240f3b3/analysis/1543372825/,False,0/66,"[8080, 37777, 2000]",https://www.abuseipdb.com/check/95.215.159.82,,,True,,True,False,True
9,95.189.112.214,2018-11-29 17:54:46.217000,https://www.virustotal.com/url/b62da849307446c21cb8597ae12d05dd7509f0d1f1c2e24031693c6a8216b2bc/analysis/1543372878/,False,0/66,"[53, 2000, 25]",https://www.abuseipdb.com/check/95.189.112.214,"DDos Attack,Web App Attack,",25,True,,False,False,True
10,95.170.202.194,2018-11-29 17:55:39.825000,https://www.virustotal.com/url/9d39589a7dfe2bcec8c0f76ea808d84ab43df97c7b2b0cd221a95281ddefb207/analysis/1543372930/,False,0/66,"[2000, 80, 21, 1723, 53]",https://www.abuseipdb.com/check/95.170.202.194,"Email Spam,",50,True,,False,False,True
11,95.167.123.54,2018-11-29 17:56:33.456000,https://www.virustotal.com/url/6c337b5b704e8e90a66154cc673da7eb42db9c21d053f6a12aff6f7769fe5138/analysis/1543372983/,False,0/66,[2000],https://www.abuseipdb.com/check/95.167.123.54,"DDos Attack,Web App Attack,",36,True,,True,False,True
12,95.165.182.18,2018-11-29 17:57:27.178000,https://www.virustotal.com/url/252688602d9bdbd448860caa41849152bf237bee45dcd145e1e9178bdb6acd3f/analysis/1543373035/,False,0/66,"[53, 2000]",https://www.abuseipdb.com/check/95.165.182.18,"DDos Attack,Web App Attack,",23,True,,False,False,True
13,95.156.95.158,2018-11-29 18:39:45.890000,https://www.virustotal.com/url/db7a91e345eba84520f2a2dca9ba16c9f4ec25eb404af8d2093a8729eea245f0/analysis/1543532298/,False,0/66,"[53, 2000, 80]",https://www.abuseipdb.com/check/95.156.95.158,,,True,,False,False,True
14,95.130.35.88,2018-11-29 18:40:38.199000,https://www.virustotal.com/url/33c5508e453b06069ebc50a69baa4ea7d7bd2e99b49e640eb06c6cde9fb1fcce/analysis/1543373142/,False,0/66,"[88, 554, 2000, 1723, 53, 80, 5800]",https://www.abuseipdb.com/check/95.130.35.88,,,True,,False,False,True
15,95.128.142.106,2018-11-29 18:41:31.175000,https://www.virustotal.com/url/e36b9be0d26cdf99d67087588b346fc52bd43a7cdb3a69e3992832e912e48e1b/analysis/1543373194/,False,0/66,"[443, 1723, 53, 2000, 8080]",https://www.abuseipdb.com/check/95.128.142.106,"Hacking,",39,True,,True,False,True
16,95.105.252.74,2018-11-29 18:42:29.525000,https://www.virustotal.com/url/fb659edb6e31ddf2152a94c5b24213ebfb0f9956279c730a2271bc9d0eed6f03/analysis/1543373246/,False,0/66,"[82, 443, 1723, 22, 500]",https://www.abuseipdb.com/check/95.105.252.74,"Web App Attack,",51,True,,False,False,True
17,94.69.86.231,2018-11-29 18:43:23.456000,https://www.virustotal.com/url/b04745b30b1d697bdef18e336584d763043ed596d7287c40cdded1f59ee1c1af/analysis/1543373300/,False,0/66,None,https://www.abuseipdb.com/check/94.69.86.231,,N/A,False,,False,False,False
18,94.52.178.196,2018-11-29 18:44:16.030000,https://www.virustotal.com/url/a19516c79e10aa9d61d289d271223e9cfb10dfc075f219678634f01e92a3e2a5/analysis/1543373352/,False,0/66,None,https://www.abuseipdb.com/check/94.52.178.196,,N/A,False,,False,False,False
19,94.46.176.210,2018-11-29 18:45:11.700000,https://www.virustotal.com/url/c04ae8aeb31b27c1f329ec507130d7ace4c0d48ffe9c9d47ce992209c5ee14a1/analysis/1543373404/,False,0/66,"[2083, 2082, 443, 80, 2087, 995, 8080, 2086, 25, 587, 465, 110]",https://www.abuseipdb.com/check/94.46.176.210,"DDos Attack,Web App Attack,",19,True,,False,False,True
20,94.253.8.118,2018-11-29 18:46:04.919000,https://www.virustotal.com/url/9aaab11d4f59a760db39c110e3627fd27245c7317347daac2bcafbad7c133e12/analysis/1543373459/,False,0/66,"[21, 22, 3306, 5222, 587, 27015, 80, 993, 443, 143, 110]",https://www.abuseipdb.com/check/94.253.8.118,"Web App Attack,",71,True,,False,False,True
21,94.244.56.190,2018-11-29 18:46:58.323000,https://www.virustotal.com/url/1b009f0bf5f2300f7b53100eaff2e643bdd2c7c52c2195f2c7d6cea8a73ff56d/analysis/1543373512/,False,0/66,"[22, 21]",https://www.abuseipdb.com/check/94.244.56.190,"Web App Attack,",84,True,,False,False,True
22,94.232.57.231,2018-11-29 18:47:51.045000,https://www.virustotal.com/url/cfb98798d25ff10a5509248de0a71f94b2269b773759313422bc012d0f506e8a/analysis/1543373564/,False,0/66,"[53, 2000]",https://www.abuseipdb.com/check/94.232.57.231,"Email Spam,Brute-Force,",58,True,,True,False,True
23,94.231.182.66,2018-11-29 18:48:43.558000,https://www.virustotal.com/url/7a1d978a28d3c24baabbbf71a6248aaa1d33b1e8019e866be01dab8ea7d3904f/analysis/1543373618/,False,0/66,"[2000, 53, 37777, 81, 2222]",https://www.abuseipdb.com/check/94.231.182.66,,,True,,True,False,True
24,94.23.46.129,2018-11-29 18:49:36.717000,https://www.virustotal.com/url/bbdf744ff08e8e9ac113a1c5a269429c2435452b84cd2a79c73964aef4ed7723/analysis/1543373670/,False,0/66,"[443, 2087, 110, 995, 53, 587, 143, 80, 993, 2083, 21, 2082, 2086, 465]",https://www.abuseipdb.com/check/94.23.46.129,"Web App Attack,",17,True,,False,False,True
